72,23,50,30,446,56,927,1052
73,38,18,30,870,25,363,174
74,33,50,30,111,45,696,1606
75,21,8,30,571,2,766,1375
76,12,36,31,616,25,401,1447
77,39,11,31,715,36,332,522
78,16,29,31,573,1,425,1326
79,19,10,32,469,37,112,75
80,96,45,32,501,23,895,1213
81,22,21,32,934,52,420,608
82,15,18,32,1056,8,438,1481
83,57,34,32,1036,36,167,799
84,12,34,32,1041,25,75,491
85,31,18,32,782,27,861,999
86,9,39,34,603,34,917,486
87,31,37,36,1120,10,67,784
88,46,44,36,158,2,452,63
89,93,33,37,839,27,808,1268
90,19,25,37,1101,18,983,1718
91,70,7,38,937,61,987,1410
92,22,29,38,117,12,101,13
93,91,32,38,1168,32,210,1361
94,61,8,39,69,29,739,92
95,93,10,39,1021,13,910,1428
96,68,8,39,895,54,123,1169
97,83,11,40,560,41,1,32
98,22,50,41,81,59,54,780
99,74,41,41,215,33,465,735
100,85,7,42,829,50,137,161
101,37,42,42,532,13,539,320
102,3,1,42,126,62,283,656
103,54,50,42,448,33,312,767
104,79,3,42,620,41,726,904
105,25,49,44,461,34,833,1989
106,70,33,44,746,12,922,704
107,94,11,44,761,39,863,424
108,16,17,44,776,54,824,1932
109,82,43,45,55,50,423,1803
110,41,12,45,1171,7,147,71
111,24,17,45,809,57,346,357
112,27,18,45,1100,50,573,944
113,76,30,45,863,20,995,66
114,75,14,45,581,53,914,553
115,43,38,46,678,56,576,510
116,93,5,46,1135,3,159,537
117,30,36,47,141,60,549,159
118,68,8,48,480,11,455,33
119,100,19,49,950,15,819,1908
120,8,25,49,1024,20,115,282
121,49,4,49,310,7,850,1225
122,94,2,49,1136,35,80,1582
123,76,10,49,890,3,203,1742
124,14,17,50,1132,61,896,1229
125,68,11,51,795,23,523,1511
126,95,7,51,560,43,936,728
127,100,37,51,654,29,263,256
128,92,24,51,600,25,793,496
129,37,30,51,485,36,498,253
130,21,37,52,889,26,747,1030
131,54,33,53,181,19,59,313
132,34,30,53,567,44,950,927
133,50,33,53,401,54,963,915
134,77,35,53,923,22,758,887
135,23,31,53,596,12,422,626
136,24,24,53,461,21,242,1447
137,90,20,54,287,8,884,932
138,31,34,54,462,22,401,1332
139,13,42,54,527,62,515,1163
140,100,15,55,189,12,305,1700
141,95,43,55,249,59,973,1002
142,43,22,56,454,63,874,1709
143,57,21,56,549,38,494,1219
144,8,18,56,466,24,457,1100
145,33,30,57,349,46,303,851
146,95,11,58,1080,49,320,875
147,84,35,58,455,44,569,676
148,48,21,58,721,35,284,92
149,99,3,59,245,7,867,242
150,81,5,59,232,48,434,764
151,29,9,59,1018,58,869,1532
152,46,11,60,486,34,816,401
153,19,20,60,1161,5,733,1212
154,41,33,60,896,40,171,13
155,46,14,62,396,36,760,47
156,47,46,62,1164,43,777,1745
157,85,7,63,435,50,662,944
158,17,19,63,271,38,556,67
159,11,16,63,179,19,719,611
160,7,49,64,408,38,505,715
161,86,7,65,575,10,134,280
162,63,42,65,236,25,132,1707
163,33,21,65,1103,8,469,1500
164,64,21,65,373,46,840,1302
165,70,27,65,12,39,24,177
166,58,4,66,997,3,424,314
167,70,4,66,595,43,555,740
168,18,40,66,501,5,81,1841
169,41,37,67,162,35,711,862
170,7,4,67,824,45,156,448
171,88,15,67,606,8,632,306
172,32,28,68,260,45,670,1170
173,56,32,68,192,11,188,123
174,83,1,68,591,15,768,1395
175,29,6,68,665,15,420,68
176,83,30,69,648,55,729,914
177,8,41,69,397,2,700,1797
178,35,1,70,911,13,713,639
179,91,43,70,744,14,511,1294
180,28,30,71,973,64,425,382
181,56,22,71,1155,33,313,1563
182,86,31,71,594,16,12,1166
183,92,12,71,217,47,76,1897
184,80,41,71,1047,42,721,170
185,46,6,72,381,56,79,822
186,32,6,72,360,26,132,421
187,63,27,72,397,3,14,804
188,44,4,72,473,49,677,643
189,33,28,72,371,60,73,488
190,41,49,73,732,62,811,772
191,42,32,73,855,52,442,1979
192,100,25,73,770,33,796,101
193,35,40,73,748,4,177,241
194,47,39,74,514,32,330,1163
195,75,41,74,312,18,633,1987
196,76,34,74,871,10,132,702
197,87,48,74,530,20,928,1568
198,4,23,75,1155,64,887,1387
199,18,30,75,742,53,253,48
200,73,44,75,303,30,183,1806
201,45,30,76,484,40,67,920
202,19,36,76,918,21,538,528
203,42,39,76,509,10,967,1315
204,56,43,76,810,20,532,1931
205,13,19,77,1144,36,300,1791
206,80,7,77,515,25,497,1000
207,9,7,78,18,44,324,419
208,45,32,78,43,34,30,1565
209,32,37,78,78,50,754,1461
210,64,39,79,994,29,857,1258
211,92,30,80,998,27,706,1646
212,16,15,80,387,21,371,833
213,59,31,80,1133,48,197,55
214,18,12,80,1025,6,944,229
215,72,15,81,393,9,667,900
216,46,1,82,158,55,730,496
217,40,32,82,448,26,325,98
218,7,1,82,560,32,839,1869
219,17,13,82,606,57,992,811
220,90,40,82,1186,4,63,1933
221,97,11,83,756,25,548,792
222,21,17,83,364,58,498,1441
223,73,37,83,598,7,627,1718
224,83,3,83,2,37,71,897
225,34,8,84,481,62,823,1910
226,16,32,84,769,4,26,1944
227,38,26,84,696,63,299,1686
228,5,7,86,812,35,166,805
229,5,38,86,756,32,633,53
230,78,24,87,560,61,260,20
231,35,41,87,757,30,545,1472
232,48,5,88,258,40,3,1549
233,77,17,88,1015,47,771,296
234,37,1,88,168,45,834,820
235,51,4,89,466,47,92,1390
236,80,31,89,684,64,127,1827
237,12,13,89,32,42,805,1683
238,47,40,89,1160,48,769,1617
239,17,26,90,29,48,619,1050
240,32,36,90,918,39,565,1349
241,67,17,90,315,21,626,1026
242,10,29,90,277,39,931,217
243,4,35,91,819,2,192,1671
244,89,4,91,1001,59,571,941
245,5,48,91,784,10,445,251
246,49,14,92,984,61,157,1503
247,46,7,92,380,3,617,1357
248,60,15,93,426,24,25,1978
249,94,12,94,315,48,957,1970
250,80,10,94,241,62,952,1841
251,13,21,94,685,44,252,1074
252,25,48,95,552,16,599,1945
253,79,40,95,517,34,535,698
254,16,24,96,319,14,635,1914
255,37,49,96,1067,39,694,830
256,39,45,97,880,3,349,1954
257,54,42,97,319,19,231,258
258,56,44,97,487,54,827,1157
259,3,45,99,454,19,836,1072
260,14,15,99,368,27,403,1584
261,9,29,100,999,15,213,1025
262,56,33,100,388,26,628,1322
263,31,11,100,167,43,58,718
264,86,46,100,107,26,454,1535
265,30,9,101,892,1,740,1294
266,12,4,101,626,45,881,1890
267,60,6,102,1124,12,438,1449
268,18,45,102,1054,55,333,373
269,67,20,103,275,43,315,1802
270,79,10,103,217,61,188,1294
271,37,36,103,348,34,941,220
272,60,13,103,526,19,935,883
273,91,8,103,99,29,255,420
274,30,38,104,792,28,59,1968
275,86,36,104,845,34,815,531
276,85,18,105,293,6,146,560
277,56,30,106,869,25,704,996
278,15,21,107,201,16,354,899
279,28,49,108,529,23,995,1595
280,43,7,108,834,55,783,1356
281,88,35,108,777,14,844,864
282,49,1,108,842,4,503,1992
283,9,39,109,95,23,272,109
284,78,36,109,366,28,806,562
285,19,49,110,251,22,449,55
286,94,28,111,922,13,823,1340
287,2,11,111,1007,59,190,1761
288,61,35,112,743,31,818,448
289,50,13,112,909,1,828,1006
290,67,46,112,638,9,683,1769
291,55,25,112,1105,55,959,1393
292,45,47,113,786,7,871,34
293,78,37,113,335,47,399,347
294,13,11,114,467,27,661,674
295,41,11,114,829,6,637,1994
296,64,30,114,157,21,468,1292
297,54,46,114,14,33,745,1990
298,77,38,114,1137,55,34,244
299,98,34,115,324,60,532,318
300,58,19,115,763,56,746,171
301,39,3,116,1004,36,937,1265
302,27,30,116,112,21,372,1435
303,63,46,116,133,62,393,1263
304,84,20,116,529,62,115,1318
305,57,24,117,91,56,983,1986
306,43,42,117,104,58,1000,595
307,86,44,117,559,22,719,630
308,42,16,118,357,20,34,1994
309,52,40,118,887,64,309,1321
310,23,12,118,1033,1,624,1822
311,12,11,118,78,50,891,1442
312,41,27,119,1056,54,869,1309
313,59,21,119,168,9,181,1788
314,29,19,119,960,51,401,1049
315,50,28,119,1088,6,728,364
316,19,11,119,409,11,283,1720
317,54,8,119,545,53,344,942
318,90,12,120,53,38,612,87
319,4,43,120,693,57,105,1243
320,47,50,120,930,62,475,1690
321,31,45,120,1006,48,100,1089
322,100,18,120,62,30,374,344
323,46,5,120,411,46,573,1982
324,22,41,120,785,22,134,1722
325,71,34,120,1008,32,402,1937
326,8,50,121,529,48,294,910
327,85,49,121,474,24,465,1183
328,13,44,121,453,59,456,714
329,29,34,122,491,46,343,1596
330,16,11,122,824,53,854,806
331,29,7,122,64,22,158,1291
332,47,13,122,184,60,571,497
333,74,50,122,300,19,613,1349
334,61,11,122,612,20,205,973
335,46,42,124,901,17,693,237
336,82,37,124,289,54,329,53
337,73,27,125,651,30,99,817
338,36,15,125,593,48,703,1618
339,9,40,125,316,16,426,195
340,79,36,125,346,49,234,958
341,50,20,125,1014,12,287,925
342,20,21,126,308,61,160,935
343,62,23,127,765,22,748,924
344,31,10,127,827,12,510,924
345,85,27,127,949,34,29,1834
346,37,34,128,376,1,241,1944
347,20,38,128,959,6,521,213
348,3,29,129,715,11,100,1077
349,52,33,129,323,52,803,1012
350,68,10,129,1006,41,570,1775
351,2,27,129,221,26,425,46
352,6,40,129,989,48,237,1619
353,11,15,129,384,25,848,1233
354,78,28,129,95,10,201,396
355,98,49,130,946,53,108,1294
356,15,4,130,356,12,428,1338
357,49,48,130,823,28,640,1254
358,88,8,130,833,6,539,1915
359,11,44,130,510,47,418,1285
360,51,12,131,672,32,724,1362
361,11,43,131,952,44,651,1555
362,10,27,131,1055,57,393,1768
363,36,17,132,577,5,287,762
364,12,3,132,472,12,684,1323
365,43,2,132,380,14,525,415
366,29,43,133,715,10,408,283
367,30,42,133,1033,57,206,248
368,42,49,134,994,61,301,266
369,53,17,134,197,59,97,1973
370,60,26,134,846,14,251,1459
371,77,12,134,48,2,182,1342
372,30,11,135,859,25,330,1489
373,50,12,136,199,58,309,702
374,67,14,136,392,7,531,876
375,100,40,137,576,45,917,174
376,97,9,137,732,59,624,1547
377,49,45,137,1076,9,903,1367
378,14,35,137,1172,45,495,1759
379,40,40,137,67,55,405,1114
380,28,34,138,881,35,983,1725
381,34,16,139,1118,32,308,376
382,74,49,139,957,60,871,416
383,34,11,139,361,10,785,1620
384,76,12,139,1156,36,333,956
385,3,1,140,975,42,830,1449
386,43,27,140,805,56,395,666
387,92,46,140,754,4,197,1889
388,34,4,141,443,35,442,1199
389,28,30,141,964,29,595,1388
390,69,39,141,1179,10,138,1050
391,49,44,142,288,43,151,980
392,13,44,142,245,50,894,1204
393,72,27,142,345,7,615,1875
394,28,46,142,1008,23,306,1641
395,62,46,143,918,43,961,467
396,14,33,143,1112,35,799,578
397,72,14,144,155,27,851,966
398,92,48,144,952,51,775,541
399,93,26,145,833,35,536,740
400,41,8,145,812,45,35,1808
401,50,33,145,855,33,504,452
402,86,18,146,619,6,183,1341
403,83,28,146,506,31,245,784
404,90,18,146,172,55,299,1498
405,84,18,146,977,62,701,306
406,1,25,147,905,14,483,1073
407,63,48,147,329,12,709,1997
408,66,26,147,1100,20,204,596
409,13,50,147,113,41,131,1002
410,59,18,147,847,28,750,363
411,62,23,148,894,22,103,851
412,72,14,149,851,26,759,1490
413,78,40,149,582,8,652,427
414,90,45,149,1101,5,558,44
415,72,50,149,613,33,447,1864
416,23,23,150,826,53,928,1298
417,71,4,150,183,20,460,1407
418,24,45,150,949,57,156,350
419,17,26,150,169,45,151,255
420,3,26,152,50,15,850,1311
421,60,17,152,250,17,401,1576
422,100,20,152,370,20,703,1695
423,13,18,152,819,8,926,871
424,97,14,152,436,13,779,934
425,22,31,153,568,13,958,1573
426,63,34,154,504,54,571,622
427,21,24,155,449,64,667,499
428,16,30,155,406,6,864,1462
429,63,8,157,480,43,497,1669
430,66,37,158,231,50,327,899
431,88,27,158,925,35,237,1788
432,27,17,158,1127,19,991,1122
433,61,29,158,703,51,989,1523
434,94,50,159,604,60,781,795
435,27,33,160,593,7,431,1176
436,91,30,160,705,10,266,597
437,74,31,160,235,51,482,47
438,91,15,161,557,21,998,1152
439,76,19,161,707,59,380,994
440,1,14,163,718,17,208,573
441,73,45,164,601,64,851,597
442,16,13,164,171,28,508,1686
443,53,35,164,173,17,568,1871
444,2,26,165,1088,56,370,1061
445,63,2,165,611,54,894,1179
446,74,41,165,479,42,177,575
447,33,44,166,38,26,304,380
448,72,20,167,670,54,289,1916
449,52,48,167,821,6,712,422
450,58,48,167,727,54,309,765
451,17,50,168,883,37,545,1511
452,8,35,168,970,16,654,1632
453,28,10,169,528,16,359,1899
454,56,49,169,64,9,699,90
455,68,2,169,725,35,513,1782
456,98,50,171,117,20,704,1347
457,86,47,172,930,29,853,97
458,54,42,172,1158,26,131,613
459,96,38,173,1071,25,11,1237
460,58,49,176,95,14,689,1104
461,9,3,176,561,24,83,1610
462,61,40,176,1123,37,238,1213
463,68,16,177,616,25,93,651
464,68,23,177,97,23,185,1599
465,11,35,178,643,56,310,76
466,12,7,178,1167,12,376,509
467,70,33,180,498,28,713,5
468,51,17,180,743,57,914,840
469,3,25,180,67,10,229,401
470,19,11,180,232,50,586,1001
471,33,29,180,1141,11,25,757
472,69,13,181,478,56,779,587
473,22,43,181,127,28,240,1610
474,23,36,181,456,23,720,1482
475,60,2,182,1030,63,203,1350
476,86,14,182,726,23,558,625
477,98,1,182,950,31,238,791
478,73,11,183,1128,29,642,711
479,43,18,183,801,34,514,1603
480,22,18,183,211,59,259,368
481,77,50,183,520,56,864,1369
482,82,31,184,488,14,794,804
483,68,5,184,93,45,717,1648
484,67,17,184,856,39,982,1789
485,92,50,185,238,29,972,1298
486,46,15,186,399,42,775,1606
487,86,42,186,760,60,186,774
488,42,49,186,706,21,675,781
489,16,48,187,329,25,167,616
490,76,44,187,840,28,135,1739
491,74,8,187,220,49,431,1307
492,67,24,188,347,8,863,1011
493,63,39,189,112,41,77,168
494,27,35,189,606,63,871,1802
495,61,38,189,408,26,930,274
496,59,24,189,768,7,482,1182
497,20,29,189,641,24,258,708
498,65,34,189,812,6,11,441
499,38,12,190,177,11,682,347
500,26,37,190,1128,63,483,856
501,52,29,190,689,10,646,1247
502,66,25,191,785,45,438,922
503,42,27,191,137,17,38,1748
504,91,38,191,719,36,910,1645
505,10,5,191,219,56,380,1764
506,72,42,192,168,35,6,37
507,85,50,192,733,6,444,321
508,18,28,192,909,56,284,364
509,100,25,192,852,14,261,1419
510,53,46,192,554,25,643,689
511,24,12,193,227,19,666,172
512,41,42,194,895,12,529,1699
513,76,48,194,878,28,746,302
514,82,49,194,460,36,778,530
515,20,36,194,1185,56,399,653
516,4,45,194,960,17,961,1846
517,31,10,195,57,51,850,1957
518,19,45,195,899,12,448,1686
519,93,22,196,572,37,649,519
520,8,8,196,179,58,247,752
521,18,20,196,668,57,879,1832
522,5,11,196,385,39,463,446
523,86,19,196,876,19,167,1419
524,15,15,197,1068,50,856,382
525,29,46,197,35,30,407,1878
526,27,41,197,676,34,310,29
527,62,9,198,957,55,32,613
528,39,44,199,391,46,557,1756
529,56,40,199,1061,25,872,890
530,79,13,200,594,22,610,1468
531,88,40,200,998,15,337,82
532,85,22,200,1063,58,688,1981
533,69,30,201,950,64,996,1672
534,51,10,201,1031,60,489,1056
535,27,14,201,300,28,859,1112
536,63,19,202,743,5,287,1341
537,31,42,202,629,37,346,1929
538,47,25,203,1063,31,754,1607
539,40,27,203,279,5,980,800
540,33,21,203,355,64,691,1068
541,3,39,203,345,19,537,624
542,74,49,204,211,42,453,1262
543,64,38,204,100,43,928,1784
544,95,21,205,216,64,535,788
545,13,47,205,191,4,642,366
546,91,5,206,1056,4,466,788
547,35,14,206,303,11,572,1161
548,40,50,207,922,53,946,1735
549,99,17,207,121,16,288,1804
550,99,36,208,718,44,384,1409
551,87,19,208,1012,11,7,775
552,61,23,208,253,15,556,1501
553,32,20,208,845,60,155,1115
554,10,6,208,57,23,436,1421
555,20,29,208,22,54,926,1060
556,51,15,208,469,8,226,798
557,83,37,209,69,20,186,1571
558,56,48,210,871,9,721,1435
559,93,36,210,405,25,377,1012
560,74,6,211,821,1,664,1621
561,44,36,211,890,17,381,21
562,74,11,212,1131,15,823,638
563,32,8,212,748,14,108,1152
564,37,28,214,958,4,943,1535
565,49,4,215,977,56,675,1375
566,23,2,215,582,41,338,341
567,95,31,216,463,31,437,539
568,78,17,217,503,12,887,1497
569,66,41,217,1046,41,621,161
570,46,15,217,369,36,314,1854
571,28,46,218,233,41,995,1873
572,49,26,218,366,42,270,751
573,95,44,218,198,31,873,191
574,73,26,219,931,24,32,341
575,98,43,219,590,52,547,206
576,33,43,219,760,32,54,1909
577,91,3,220,1043,20,540,1851
578,95,38,220,436,8,332,1136
579,60,43,220,801,37,264,1652
580,25,44,221,509,62,551,1458
581,100,32,221,958,30,46,622
582,57,3,222,392,25,834,169
583,57,3,223,646,1,943,989
584,34,11,223,809,64,237,1413
585,72,29,224,1083,50,603,253
586,39,29,224,52,11,911,1137
587,16,48,224,860,17,983,921
588,78,28,224,719,52,41,1037
589,5,1,225,974,3,153,749
590,79,1,225,820,49,615,867
591,83,42,226,63,35,41,1421
592,89,21,226,1024,41,875,1339
593,66,12,226,26,43,522,505
594,1,29,227,448,2,582,128
595,19,36,227,121,26,748,1454
596,97,11,228,63,16,841,467
597,71,1,228,171,33,113,668
598,4,12,228,242,31,380,492
599,96,3,228,146,30,588,904
600,50,31,229,684,59,749,852
601,52,15,230,213,7,291,258
602,30,17,230,948,43,42,1119
603,69,43,230,649,6,263,122
604,41,19,231,1067,11,400,1231
605,12,2,232,625,55,275,1644
606,62,6,232,182,27,294,478
607,91,18,232,47,22,234,370
608,82,40,233,1025,45,914,724
609,12,9,233,1081,63,371,357
610,25,36,233,976,30,103,1331
611,23,19,233,928,21,169,1125
612,30,10,234,630,55,896,1344
613,60,43,234,447,60,268,346
614,69,29,234,485,13,804,763
615,27,33,234,26,19,292,48
616,22,26,234,326,22,203,631
617,13,11,235,903,47,92,1130
618,4,21,236,279,53,983,1974
619,75,8,236,1038,32,751,107
620,75,1,236,983,46,157,849
621,95,43,237,937,37,976,1382
622,97,36,237,994,53,785,1126
623,28,44,238,352,61,735,823
624,33,23,238,375,37,857,1329
625,20,18,239,1040,10,316,1785
626,41,13,239,722,63,473,15
627,18,33,239,919,37,306,725
628,36,34,240,276,57,527,952
629,15,27,240,916,25,212,240
630,81,18,240,1017,57,466,1777
631,33,30,240,1100,61,605,1710
632,28,34,241,551,33,756,1004
633,79,20,241,644,47,751,559
634,4,14,241,39,6,521,1310
635,96,33,241,1044,22,183,1749
636,13,30,241,463,16,879,567
637,94,14,242,956,62,837,137
638,66,42,242,927,59,55,187
639,53,31,243,1064,11,557,1716
640,96,23,243,66,35,354,1273
641,85,39,243,874,60,585,1502
642,70,24,243,720,14,380,1127
643,22,21,243,295,33,498,1200
644,84,3,244,1123,1,68,452
645,50,9,246,63,62,378,1027
646,44,11,246,864,58,20,1817
647,72,15,246,593,63,567,157
648,70,43,247,700,63,140,1873
649,9,16,247,393,12,171,630
650,26,21,248,523,32,37,1183
651,24,11,248,997,60,883,1314
652,30,34,249,8,11,676,154
653,44,13,250,1178,20,174,468
654,29,48,250,64,24,696,1590
655,13,8,251,520,54,307,1917
656,67,35,251,995,64,230,452
657,6,5,251,936,27,682,1036
658,59,17,252,620,2,925,817
659,36,6,253,737,10,213,856
660,100,26,253,1082,53,686,627
661,5,40,254,407,51,393,422
662,68,1,257,608,36,224,270
663,18,2,257,1038,19,622,552
664,83,8,257,513,9,822,712
665,25,7,257,1155,2,11,322
666,89,22,258,1180,48,477,1400
667,29,36,258,1106,14,74,442
668,19,23,258,790,61,342,745
669,74,1,258,406,17,284,962
670,37,10,258,147,54,535,1448
671,72,32,258,776,51,668,513
672,82,5,259,821,4,373,455
673,29,35,259,758,16,720,1186
674,19,38,260,966,40,30,1756
675,91,35,260,798,56,491,1233
676,65,40,261,232,51,226,717
677,15,49,261,903,12,593,164
678,37,25,261,493,63,806,1375
679,3,2,261,700,21,454,390
680,2,20,261,239,4,913,726
681,5,20,263,493,26,19,1241
682,93,17,263,692,41,848,1197
683,67,37,263,1003,59,934,1090
684,69,36,263,628,12,668,437
685,51,40,263,819,56,665,59
686,81,1,264,487,20,165,1816
687,86,12,265,464,56,381,237
688,82,35,265,135,52,884,1067
689,49,7,265,471,5,279,1732
690,1,9,266,773,46,882,1158
691,48,18,266,185,16,507,1668
692,74,43,266,829,34,981,575
693,33,18,266,1055,31,203,124
694,48,44,266,446,53,937,258
695,76,8,266,197,62,499,1425
696,100,25,266,1091,18,918,1709
697,9,26,266,120,14,499,1772
698,28,32,267,795,21,240,469
699,12,26,267,638,18,894,1054
700,54,37,267,1144,16,533,1927
701,7,13,268,939,7,677,450
702,97,7,268,629,63,26,1304
703,61,7,270,1003,3,383,315
704,81,15,270,241,46,777,875
705,62,50,271,343,12,588,1321
706,13,20,271,330,53,279,322
707,18,42,271,410,19,32,1463
708,44,29,272,287,18,826,348
709,69,32,272,170,60,402,540
710,71,43,272,184,50,562,1919
711,69,23,272,926,10,416,1331
712,11,11,272,521,19,435,500
713,52,45,273,978,57,672,1775
714,34,28,273,214,15,442,1962
715,31,4,273,540,64,331,317
716,48,37,273,872,64,618,1253
717,93,45,273,456,6,352,149
718,8,3,273,341,53,896,1609
719,69,17,274,1049,2,34,1232
720,75,26,275,221,48,703,1761
721,11,25,277,1088,48,820,1560
722,15,24,277,504,1,707,1645
723,80,27,277,832,8,215,204
724,50,39,277,991,62,399,1714
725,6,46,277,438,6,879,42
726,27,39,278,474,61,969,840
727,66,41,278,286,53,775,507
728,50,22,278,1025,3,437,206
729,52,30,278,820,38,929,636
730,20,41,279,18,14,66,1635
731,66,4,279,461,56,130,1012
732,37,28,279,94,25,508,245
733,89,31,279,443,23,590,1880
734,61,49,279,334,59,192,1014
735,98,35,280,885,5,205,1923
736,76,41,280,44,9,876,1302
737,53,29,281,129,37,688,755
738,29,18,281,984,30,582,458
739,67,14,281,201,57,609,430
740,86,35,281,753,22,106,234
741,85,39,282,534,28,196,319
742,28,14,282,1138,5,173,745
743,99,31,282,661,45,922,1482
744,8,6,282,129,3,449,541
745,32,14,282,445,18,110,284
746,68,42,283,262,50,336,649
747,12,47,283,503,50,62,1884
748,15,6,283,361,45,42,1796
749,49,33,283,991,43,876,438
750,84,46,283,101,64,107,393
751,92,38,284,615,53,582,1356
752,56,40,285,837,45,415,367
753,40,40,285,5,36,786,396
754,6,4,286,34,49,734,758
755,10,26,286,825,26,65,909
756,90,31,286,910,34,570,892
757,80,1,286,775,14,963,832
758,57,35,286,838,64,552,1425
759,71,2,288,157,41,223,1443
760,89,15,288,604,43,780,294
761,63,11,289,375,55,456,646
762,4,4,289,262,9,138,1672
763,63,46,289,896,57,35,1194
764,61,29,289,399,16,695,192
765,34,17,289,438,54,419,1705
766,61,27,290,25,60,871,1317
767,39,13,290,791,36,338,402
768,54,1,290,1121,36,974,1289
769,5,27,290,1057,39,527,1029
770,62,4,290,879,10,185,85
771,88,33,290,988,59,44,456
772,82,28,291,926,50,761,1971
773,65,40,291,739,37,894,385
774,46,15,291,43,3,588,480
775,2,34,292,220,4,167,1915
776,18,31,292,196,44,146,1361
777,73,5,293,295,45,490,1761
778,97,39,294,71,54,188,825
779,97,25,294,480,41,255,62
780,85,38,294,312,2,184,1351
781,78,49,295,1129,29,152,1100
782,57,3,295,579,7,541,1884
783,11,3,296,232,47,67,1527
784,5,1,296,113,20,292,1830
785,41,9,296,916,61,853,1141
786,19,21,296,1134,44,389,923
787,17,4,296,283,24,761,746
788,8,37,296,284,17,87,1922
789,72,8,297,812,53,635,333
790,74,1,297,368,4,31,1899
791,20,18,297,451,61,812,1141
792,28,4,297,502,41,199,1542
793,34,38,298,727,2,777,808
794,77,3,298,307,52,368,697
795,21,41,298,1021,52,498,628
796,51,13,298,505,45,963,1852
797,75,31,298,839,53,1000,1867
798,48,28,299,804,55,331,87
799,70,50,299,638,49,301,635
800,33,26,299,1003,33,410,816
801,10,22,299,212,58,248,1005
802,47,29,299,145,3,499,131
803,90,22,299,678,24,382,595
804,73,27,300,843,53,996,1995
805,65,6,300,575,48,537,960
806,60,19,300,1168,2,766,195
807,48,27,301,271,13,845,740
808,33,40,301,419,2,336,749
809,43,17,302,83,10,297,740
810,89,21,302,980,46,109,1635
811,44,16,303,1105,20,449,1840
812,52,15,303,778,31,813,12
813,79,46,304,151,43,749,351
814,12,47,304,89,5,491,1285
815,82,29,304,607,39,657,1038
816,42,29,305,490,53,993,1771
817,15,29,305,56,37,827,1953
818,78,34,305,147,44,470,241
819,73,48,305,13,39,706,307
820,94,17,305,845,38,839,434
821,20,50,306,954,32,765,672
822,32,49,306,736,32,536,1828
823,15,44,306,4,52,411,1734
824,57,44,306,1075,19,63,786
825,96,17,306,415,56,937,1897
826,13,34,307,1178,53,3,1378
827,22,5,307,596,61,378,1667
828,62,41,307,240,41,298,441
829,93,22,308,372,29,80,1964
830,43,49,308,36,5,457,424
831,79,15,308,1018,48,933,806
832,47,15,308,919,9,865,1517
833,37,43,309,695,23,372,791
834,40,12,310,1096,23,760,170
835,99,22,310,746,31,779,273
836,94,49,311,1050,59,209,559
837,86,41,311,810,56,625,1658
838,43,19,312,605,29,210,1256
839,63,39,312,601,35,315,434
840,68,4,312,570,11,919,1127
