258,56,44,97,487,54,827,1157,0
259,3,45,99,454,19,836,1072,0
260,14,15,99,368,27,403,1584,0
261,9,29,100,999,15,213,1025,0
262,56,33,100,388,26,628,1322,0
263,31,11,100,167,43,58,718,0
264,86,46,100,107,26,454,1535,0
265,30,9,101,892,1,740,1294,0
266,12,4,101,626,45,881,1890,0
267,60,6,102,1124,12,438,1449,0
268,18,45,102,1054,55,333,373,0
269,67,20,103,275,43,315,1802,0
270,79,10,103,217,61,188,1294,0
271,37,36,103,348,34,941,220,0
272,60,13,103,526,19,935,883,0
273,91,8,103,99,29,255,420,0
274,30,38,104,792,28,59,1968,0
275,86,36,104,845,34,815,531,0
276,85,18,105,293,6,146,560,0
277,56,30,106,869,25,704,996,0
278,15,21,107,201,16,354,899,0
279,28,49,108,529,23,995,1595,0
280,43,7,108,834,55,783,1356,0
281,88,35,108,777,14,844,864,0
282,49,1,108,842,4,503,1992,0
283,9,39,109,95,23,272,109,0
284,78,36,109,366,28,806,562,0
285,19,49,110,251,22,449,55,0
286,94,28,111,922,13,823,1340,0
287,2,11,111,1007,59,190,1761,0
288,61,35,112,743,31,818,448,0
289,50,13,112,909,1,828,1006,0
290,67,46,112,638,9,683,1769,0
291,55,25,112,1105,55,959,1393,0
292,45,47,113,786,7,871,34,0
293,78,37,113,335,47,399,347,0
294,13,11,114,467,27,661,674,0
295,41,11,114,829,6,637,1994,0
296,64,30,114,157,21,468,1292,0
297,54,46,114,14,33,745,1990,0
298,77,38,114,1137,55,34,244,0
299,98,34,115,324,60,532,318,0
300,58,19,115,763,56,746,171,0
301,39,3,116,1004,36,937,1265,0
302,27,30,116,112,21,372,1435,0
303,63,46,116,133,62,393,1263,0
304,84,20,116,529,62,115,1318,0
305,57,24,117,91,56,983,1986,0
306,43,42,117,104,58,1000,595,0
307,86,44,117,559,22,719,630,0
308,42,16,118,357,20,34,1994,0
309,52,40,118,887,64,309,1321,0
310,23,12,118,1033,1,624,1822,0
311,12,11,118,78,50,891,1442,0
312,41,27,119,1056,54,869,1309,0
313,59,21,119,168,9,181,1788,0
314,29,19,119,960,51,401,1049,0
315,50,28,119,1088,6,728,364,0
316,19,11,119,409,11,283,1720,0
317,54,8,119,545,53,344,942,20
318,90,12,120,53,38,612,87,0
319,4,43,120,693,57,105,1243,0
320,47,50,120,930,62,475,1690,0
321,31,45,120,1006,48,100,1089,0
322,100,18,120,62,30,374,344,0
323,46,5,120,411,46,573,1982,0
324,22,41,120,785,22,134,1722,0
325,71,34,120,1008,32,402,1937,0
326,8,50,121,529,48,294,910,0
327,85,49,121,474,24,465,1183,0
328,13,44,121,453,59,456,714,10
329,29,34,122,491,46,343,1596,0
330,16,11,122,824,53,854,806,0
331,29,7,122,64,22,158,1291,0
332,47,13,122,184,60,571,497,0
333,74,50,122,300,19,613,1349,0
334,61,11,122,612,20,205,973,0
335,46,42,124,901,17,693,237,0
336,82,37,124,289,54,329,53,0
337,73,27,125,651,30,99,817,0
338,36,15,125,593,48,703,1618,0
339,9,40,125,316,16,426,195,0
340,79,36,125,346,49,234,958,0
341,50,20,125,1014,12,287,925,0
342,20,21,126,308,61,160,935,0
343,62,23,127,765,22,748,924,0
344,31,10,127,827,12,510,924,0
345,85,27,127,949,34,29,1834,0
346,37,34,128,376,1,241,1944,0
347,20,38,128,959,6,521,213,0
348,3,29,129,715,11,100,1077,0
349,52,33,129,323,52,803,1012,0
350,68,10,129,1006,41,570,1775,0
351,2,27,129,221,26,425,46,0
352,6,40,129,989,48,237,1619,0
353,11,15,129,384,25,848,1233,0
354,78,28,129,95,10,201,396,0
355,98,49,130,946,53,108,1294,0
356,15,4,130,356,12,428,1338,0
357,49,48,130,823,28,640,1254,0
358,88,8,130,833,6,539,1915,0
359,11,44,130,510,47,418,1285,0
360,51,12,131,672,32,724,1362,0
361,11,43,131,952,44,651,1555,0
362,10,27,131,1055,57,393,1768,0
363,36,17,132,577,5,287,762,0
364,12,3,132,472,12,684,1323,0
365,43,2,132,380,14,525,415,0
366,29,43,133,715,10,408,283,0
367,30,42,133,1033,57,206,248,0
368,42,49,134,994,61,301,266,0
369,53,17,134,197,59,97,1973,0
370,60,26,134,846,14,251,1459,0
371,77,12,134,48,2,182,1342,0
372,30,11,135,859,25,330,1489,0
373,50,12,136,199,58,309,702,0
374,67,14,136,392,7,531,876,0
375,100,40,137,576,45,917,174,0
376,97,9,137,732,59,624,1547,0
377,49,45,137,1076,9,903,1367,0
378,14,35,137,1172,45,495,1759,0
379,40,40,137,67,55,405,1114,0
380,28,34,138,881,35,983,1725,0
381,34,16,139,1118,32,308,376,0
382,74,49,139,957,60,871,416,0
383,34,11,139,361,10,785,1620,0
384,76,12,139,1156,36,333,956,0
385,3,1,140,975,42,830,1449,0
386,43,27,140,805,56,395,666,0
387,92,46,140,754,4,197,1889,0
388,34,4,141,443,35,442,1199,0
389,28,30,141,964,29,595,1388,10
390,69,39,141,1179,10,138,1050,0
391,49,44,142,288,43,151,980,0
392,13,44,142,245,50,894,1204,0
393,72,27,142,345,7,615,1875,0
394,28,46,142,1008,23,306,1641,0
395,62,46,143,918,43,961,467,0
396,14,33,143,1112,35,799,578,0
397,72,14,144,155,27,851,966,0
398,92,48,144,952,51,775,541,0
399,93,26,145,833,35,536,740,0
400,41,8,145,812,45,35,1808,0
401,50,33,145,855,33,504,452,0
402,86,18,146,619,6,183,1341,0
403,83,28,146,506,31,245,784,0
404,90,18,146,172,55,299,1498,0
405,84,18,146,977,62,701,306,0
406,1,25,147,905,14,483,1073,0
407,63,48,147,329,12,709,1997,0
408,66,26,147,1100,20,204,596,0
409,13,50,147,113,41,131,1002,0
410,59,18,147,847,28,750,363,0
411,62,23,148,894,22,103,851,0
412,72,14,149,851,26,759,1490,0
413,78,40,149,582,8,652,427,0
414,90,45,149,1101,5,558,44,0
415,72,50,149,613,33,447,1864,0
416,23,23,150,826,53,928,1298,0
417,71,4,150,183,20,460,1407,0
418,24,45,150,949,57,156,350,0
419,17,26,150,169,45,151,255,10
420,3,26,152,50,15,850,1311,10
421,60,17,152,250,17,401,1576,0
422,100,20,152,370,20,703,1695,0
423,13,18,152,819,8,926,871,0
424,97,14,152,436,13,779,934,0
425,22,31,153,568,13,958,1573,0
426,63,34,154,504,54,571,622,0
427,21,24,155,449,64,667,499,0
428,16,30,155,406,6,864,1462,0
429,63,8,157,480,43,497,1669,0
430,66,37,158,231,50,327,899,0
431,88,27,158,925,35,237,1788,0
432,27,17,158,1127,19,991,1122,0
433,61,29,158,703,51,989,1523,0
434,94,50,159,604,60,781,795,0
435,27,33,160,593,7,431,1176,0
436,91,30,160,705,10,266,597,0
437,74,31,160,235,51,482,47,0
438,91,15,161,557,21,998,1152,0
439,76,19,161,707,59,380,994,0
440,1,14,163,718,17,208,573,0
441,73,45,164,601,64,851,597,0
442,16,13,164,171,28,508,1686,0
443,53,35,164,173,17,568,1871,0
444,2,26,165,1088,56,370,1061,0
445,63,2,165,611,54,894,1179,0
446,74,41,165,479,42,177,575,0
447,33,44,166,38,26,304,380,0
448,72,20,167,670,54,289,1916,0
449,52,48,167,821,6,712,422,0
450,58,48,167,727,54,309,765,0
451,17,50,168,883,37,545,1511,0
452,8,35,168,970,16,654,1632,0
453,28,10,169,528,16,359,1899,0
454,56,49,169,64,9,699,90,0
455,68,2,169,725,35,513,1782,0
456,98,50,171,117,20,704,1347,0
457,86,47,172,930,29,853,97,0
458,54,42,172,1158,26,131,613,0
459,96,38,173,1071,25,11,1237,0
460,58,49,176,95,14,689,1104,0
461,9,3,176,561,24,83,1610,0
462,61,40,176,1123,37,238,1213,0
463,68,16,177,616,25,93,651,0
464,68,23,177,97,23,185,1599,0
465,11,35,178,643,56,310,76,0
466,12,7,178,1167,12,376,509,0
467,70,33,180,498,28,713,5,0
468,51,17,180,743,57,914,840,0
469,3,25,180,67,10,229,401,0
470,19,11,180,232,50,586,1001,0
471,33,29,180,1141,11,25,757,0
472,69,13,181,478,56,779,587,0
473,22,43,181,127,28,240,1610,0
474,23,36,181,456,23,720,1482,0
475,60,2,182,1030,63,203,1350,0
476,86,14,182,726,23,558,625,0
477,98,1,182,950,31,238,791,0
478,73,11,183,1128,29,642,711,0
479,43,18,183,801,34,514,1603,0
480,22,18,183,211,59,259,368,0
481,77,50,183,520,56,864,1369,0
482,82,31,184,488,14,794,804,0
483,68,5,184,93,45,717,1648,0
484,67,17,184,856,39,982,1789,0
485,92,50,185,238,29,972,1298,0
486,46,15,186,399,42,775,1606,0
487,86,42,186,760,60,186,774,0
488,42,49,186,706,21,675,781,0
489,16,48,187,329,25,167,616,0
490,76,44,187,840,28,135,1739,0
491,74,8,187,220,49,431,1307,0
492,67,24,188,347,8,863,1011,0
493,63,39,189,112,41,77,168,0
494,27,35,189,606,63,871,1802,0
495,61,38,189,408,26,930,274,0
496,59,24,189,768,7,482,1182,0
497,20,29,189,641,24,258,708,0
498,65,34,189,812,6,11,441,0
499,38,12,190,177,11,682,347,0
500,26,37,190,1128,63,483,856,0
501,52,29,190,689,10,646,1247,0
502,66,25,191,785,45,438,922,0
503,42,27,191,137,17,38,1748,0
504,91,38,191,719,36,910,1645,0
505,10,5,191,219,56,380,1764,0
506,72,42,192,168,35,6,37,0
507,85,50,192,733,6,444,321,0
508,18,28,192,909,56,284,364,0
509,100,25,192,852,14,261,1419,0
510,53,46,192,554,25,643,689,0
511,24,12,193,227,19,666,172,0
512,41,42,194,895,12,529,1699,0
513,76,48,194,878,28,746,302,0
514,82,49,194,460,36,778,530,0
515,20,36,194,1185,56,399,653,0
516,4,45,194,960,17,961,1846,0
517,31,10,195,57,51,850,1957,0
518,19,45,195,899,12,448,1686,0
519,93,22,196,572,37,649,519,0
520,8,8,196,179,58,247,752,0
521,18,20,196,668,57,879,1832,0
522,5,11,196,385,39,463,446,0
523,86,19,196,876,19,167,1419,0
524,15,15,197,1068,50,856,382,0
525,29,46,197,35,30,407,1878,0
526,27,41,197,676,34,310,29,0
527,62,9,198,957,55,32,613,0
528,39,44,199,391,46,557,1756,0
529,56,40,199,1061,25,872,890,0
530,79,13,200,594,22,610,1468,0
531,88,40,200,998,15,337,82,0
532,85,22,200,1063,58,688,1981,0
533,69,30,201,950,64,996,1672,0
534,51,10,201,1031,60,489,1056,0
535,27,14,201,300,28,859,1112,0
536,63,19,202,743,5,287,1341,0
537,31,42,202,629,37,346,1929,0
538,47,25,203,1063,31,754,1607,0
539,40,27,203,279,5,980,800,0
540,33,21,203,355,64,691,1068,0
541,3,39,203,345,19,537,624,0
542,74,49,204,211,42,453,1262,0
543,64,38,204,100,43,928,1784,0
544,95,21,205,216,64,535,788,0
545,13,47,205,191,4,642,366,0
546,91,5,206,1056,4,466,788,0
547,35,14,206,303,11,572,1161,0
548,40,50,207,922,53,946,1735,0
549,99,17,207,121,16,288,1804,0
550,99,36,208,718,44,384,1409,0
551,87,19,208,1012,11,7,775,10
552,61,23,208,253,15,556,1501,0
553,32,20,208,845,60,155,1115,0
554,10,6,208,57,23,436,1421,0
555,20,29,208,22,54,926,1060,0
556,51,15,208,469,8,226,798,0
557,83,37,209,69,20,186,1571,0
558,56,48,210,871,9,721,1435,0
559,93,36,210,405,25,377,1012,0
560,74,6,211,821,1,664,1621,0
561,44,36,211,890,17,381,21,0
562,74,11,212,1131,15,823,638,0
563,32,8,212,748,14,108,1152,0
564,37,28,214,958,4,943,1535,0
565,49,4,215,977,56,675,1375,0
566,23,2,215,582,41,338,341,0
567,95,31,216,463,31,437,539,0
568,78,17,217,503,12,887,1497,0
569,66,41,217,1046,41,621,161,0
570,46,15,217,369,36,314,1854,0
571,28,46,218,233,41,995,1873,10
572,49,26,218,366,42,270,751,0
573,95,44,218,198,31,873,191,0
574,73,26,219,931,24,32,341,0
575,98,43,219,590,52,547,206,0
576,33,43,219,760,32,54,1909,0
577,91,3,220,1043,20,540,1851,0
578,95,38,220,436,8,332,1136,0
579,60,43,220,801,37,264,1652,0
580,25,44,221,509,62,551,1458,0
581,100,32,221,958,30,46,622,0
582,57,3,222,392,25,834,169,0
583,57,3,223,646,1,943,989,0
584,34,11,223,809,64,237,1413,0
585,72,29,224,1083,50,603,253,0
586,39,29,224,52,11,911,1137,0
587,16,48,224,860,17,983,921,0
588,78,28,224,719,52,41,1037,0
589,5,1,225,974,3,153,749,0
590,79,1,225,820,49,615,867,0
591,83,42,226,63,35,41,1421,0
592,89,21,226,1024,41,875,1339,0
593,66,12,226,26,43,522,505,0
594,1,29,227,448,2,582,128,10
595,19,36,227,121,26,748,1454,0
596,97,11,228,63,16,841,467,0
597,71,1,228,171,33,113,668,0
598,4,12,228,242,31,380,492,0
599,96,3,228,146,30,588,904,0
600,50,31,229,684,59,749,852,0
601,52,15,230,213,7,291,258,0
602,30,17,230,948,43,42,1119,0
603,69,43,230,649,6,263,122,0
604,41,19,231,1067,11,400,1231,0
605,12,2,232,625,55,275,1644,0
606,62,6,232,182,27,294,478,0
607,91,18,232,47,22,234,370,0
608,82,40,233,1025,45,914,724,0
609,12,9,233,1081,63,371,357,0
610,25,36,233,976,30,103,1331,0
611,23,19,233,928,21,169,1125,0
612,30,10,234,630,55,896,1344,0
613,60,43,234,447,60,268,346,0
614,69,29,234,485,13,804,763,0
615,27,33,234,26,19,292,48,0
616,22,26,234,326,22,203,631,0
617,13,11,235,903,47,92,1130,0
618,4,21,236,279,53,983,1974,0
619,75,8,236,1038,32,751,107,0
620,75,1,236,983,46,157,849,0
621,95,43,237,937,37,976,1382,0
622,97,36,237,994,53,785,1126,0
623,28,44,238,352,61,735,823,0
624,33,23,238,375,37,857,1329,0
625,20,18,239,1040,10,316,1785,0
626,41,13,239,722,63,473,15,0
627,18,33,239,919,37,306,725,0
628,36,34,240,276,57,527,952,0
629,15,27,240,916,25,212,240,10
630,81,18,240,1017,57,466,1777,0
631,33,30,240,1100,61,605,1710,0
632,28,34,241,551,33,756,1004,0
633,79,20,241,644,47,751,559,10
634,4,14,241,39,6,521,1310,0
635,96,33,241,1044,22,183,1749,0
636,13,30,241,463,16,879,567,0
637,94,14,242,956,62,837,137,0
638,66,42,242,927,59,55,187,0
639,53,31,243,1064,11,557,1716,0
640,96,23,243,66,35,354,1273,0
641,85,39,243,874,60,585,1502,0
642,70,24,243,720,14,380,1127,10
643,22,21,243,295,33,498,1200,0
644,84,3,244,1123,1,68,452,0
645,50,9,246,63,62,378,1027,0
646,44,11,246,864,58,20,1817,0
647,72,15,246,593,63,567,157,0
648,70,43,247,700,63,140,1873,0
649,9,16,247,393,12,171,630,0
650,26,21,248,523,32,37,1183,0
651,24,11,248,997,60,883,1314,0
652,30,34,249,8,11,676,154,0
653,44,13,250,1178,20,174,468,0
654,29,48,250,64,24,696,1590,0
655,13,8,251,520,54,307,1917,0
656,67,35,251,995,64,230,452,5
657,6,5,251,936,27,682,1036,0
658,59,17,252,620,2,925,817,10
659,36,6,253,737,10,213,856,0
660,100,26,253,1082,53,686,627,0
661,5,40,254,407,51,393,422,0
662,68,1,257,608,36,224,270,0
663,18,2,257,1038,19,622,552,0
664,83,8,257,513,9,822,712,0
665,25,7,257,1155,2,11,322,0
666,89,22,258,1180,48,477,1400,0
667,29,36,258,1106,14,74,442,0
668,19,23,258,790,61,342,745,0
669,74,1,258,406,17,284,962,0
670,37,10,258,147,54,535,1448,0
671,72,32,258,776,51,668,513,0
672,82,5,259,821,4,373,455,0
673,29,35,259,758,16,720,1186,0
674,19,38,260,966,40,30,1756,0
675,91,35,260,798,56,491,1233,0
676,65,40,261,232,51,226,717,0
677,15,49,261,903,12,593,164,0
678,37,25,261,493,63,806,1375,0
679,3,2,261,700,21,454,390,0
680,2,20,261,239,4,913,726,0
681,5,20,263,493,26,19,1241,0
682,93,17,263,692,41,848,1197,0
683,67,37,263,1003,59,934,1090,0
684,69,36,263,628,12,668,437,0
685,51,40,263,819,56,665,59,0
686,81,1,264,487,20,165,1816,0
687,86,12,265,464,56,381,237,0
688,82,35,265,135,52,884,1067,0
689,49,7,265,471,5,279,1732,0
690,1,9,266,773,46,882,1158,0
691,48,18,266,185,16,507,1668,0
692,74,43,266,829,34,981,575,0
693,33,18,266,1055,31,203,124,0
694,48,44,266,446,53,937,258,0
695,76,8,266,197,62,499,1425,0
696,100,25,266,1091,18,918,1709,0
697,9,26,266,120,14,499,1772,0
698,28,32,267,795,21,240,469,0
699,12,26,267,638,18,894,1054,0
700,54,37,267,1144,16,533,1927,10
701,7,13,268,939,7,677,450,0
702,97,7,268,629,63,26,1304,0
703,61,7,270,1003,3,383,315,0
704,81,15,270,241,46,777,875,0
705,62,50,271,343,12,588,1321,0
706,13,20,271,330,53,279,322,0
707,18,42,271,410,19,32,1463,0
708,44,29,272,287,18,826,348,0
709,69,32,272,170,60,402,540,0
710,71,43,272,184,50,562,1919,0
711,69,23,272,926,10,416,1331,0
712,11,11,272,521,19,435,500,0
713,52,45,273,978,57,672,1775,0
714,34,28,273,214,15,442,1962,0
715,31,4,273,540,64,331,317,0
716,48,37,273,872,64,618,1253,0
717,93,45,273,456,6,352,149,0
718,8,3,273,341,53,896,1609,0
719,69,17,274,1049,2,34,1232,0
720,75,26,275,221,48,703,1761,0
721,11,25,277,1088,48,820,1560,0
722,15,24,277,504,1,707,1645,0
723,80,27,277,832,8,215,204,0
724,50,39,277,991,62,399,1714,0
725,6,46,277,438,6,879,42,0
726,27,39,278,474,61,969,840,0
727,66,41,278,286,53,775,507,0
728,50,22,278,1025,3,437,206,0
729,52,30,278,820,38,929,636,0
730,20,41,279,18,14,66,1635,0
731,66,4,279,461,56,130,1012,0
732,37,28,279,94,25,508,245,0
733,89,31,279,443,23,590,1880,10
734,61,49,279,334,59,192,1014,0
735,98,35,280,885,5,205,1923,0
736,76,41,280,44,9,876,1302,0
737,53,29,281,129,37,688,755,0
738,29,18,281,984,30,582,458,10
739,67,14,281,201,57,609,430,20
740,86,35,281,753,22,106,234,0
741,85,39,282,534,28,196,319,0
742,28,14,282,1138,5,173,745,20
743,99,31,282,661,45,922,1482,0
744,8,6,282,129,3,449,541,0
745,32,14,282,445,18,110,284,0
746,68,42,283,262,50,336,649,0
747,12,47,283,503,50,62,1884,0
748,15,6,283,361,45,42,1796,0
749,49,33,283,991,43,876,438,0
750,84,46,283,101,64,107,393,0
