168,17,6,Czerwiec
169,18,6,Czerwiec
170,19,6,Czerwiec
171,20,6,Czerwiec
172,21,6,Czerwiec
173,22,6,Czerwiec
174,23,6,Czerwiec
175,24,6,Czerwiec
176,25,6,Czerwiec
177,26,6,Czerwiec
178,27,6,Czerwiec
179,28,6,Czerwiec
180,29,6,Czerwiec
181,30,6,Czerwiec
182,1,7,Lipiec
183,2,7,Lipiec
184,3,7,Lipiec
185,4,7,Lipiec
186,5,7,Lipiec
187,6,7,Lipiec
188,7,7,Lipiec
189,8,7,Lipiec
190,9,7,Lipiec
191,10,7,Lipiec
192,11,7,Lipiec
193,12,7,Lipiec
194,13,7,Lipiec
195,14,7,Lipiec
196,15,7,Lipiec
197,16,7,Lipiec
198,17,7,Lipiec
199,18,7,Lipiec
200,19,7,Lipiec
201,20,7,Lipiec
202,21,7,Lipiec
203,22,7,Lipiec
204,23,7,Lipiec
205,24,7,Lipiec
206,25,7,Lipiec
207,26,7,Lipiec
208,27,7,Lipiec
209,28,7,Lipiec
210,29,7,Lipiec
211,30,7,Lipiec
212,31,7,Lipiec
213,1,8,Sierpień
214,2,8,Sierpień
215,3,8,Sierpień
216,4,8,Sierpień
217,5,8,Sierpień
218,6,8,Sierpień
219,7,8,Sierpień
220,8,8,Sierpień
221,9,8,Sierpień
222,10,8,Sierpień
223,11,8,Sierpień
224,12,8,Sierpień
225,13,8,Sierpień
226,14,8,Sierpień
227,15,8,Sierpień
228,16,8,Sierpień
229,17,8,Sierpień
230,18,8,Sierpień
231,19,8,Sierpień
232,20,8,Sierpień
233,21,8,Sierpień
234,22,8,Sierpień
235,23,8,Sierpień
236,24,8,Sierpień
237,25,8,Sierpień
238,26,8,Sierpień
239,27,8,Sierpień
240,28,8,Sierpień
241,29,8,Sierpień
242,30,8,Sierpień
243,31,8,Sierpień
244,1,9,Wrzesień
245,2,9,Wrzesień
246,3,9,Wrzesień
247,4,9,Wrzesień
248,5,9,Wrzesień
249,6,9,Wrzesień
250,7,9,Wrzesień
251,8,9,Wrzesień
252,9,9,Wrzesień
253,10,9,Wrzesień
254,11,9,Wrzesień
255,12,9,Wrzesień
256,13,9,Wrzesień
257,14,9,Wrzesień
258,15,9,Wrzesień
259,16,9,Wrzesień
260,17,9,Wrzesień
261,18,9,Wrzesień
262,19,9,Wrzesień
263,20,9,Wrzesień
264,21,9,Wrzesień
265,22,9,Wrzesień
266,23,9,Wrzesień
267,24,9,Wrzesień
268,25,9,Wrzesień
269,26,9,Wrzesień
270,27,9,Wrzesień
271,28,9,Wrzesień
272,29,9,Wrzesień
273,30,9,Wrzesień
274,1,10,Październik
275,2,10,Październik
276,3,10,Październik
277,4,10,Październik
278,5,10,Październik
279,6,10,Październik
280,7,10,Październik
281,8,10,Październik
282,9,10,Październik
283,10,10,Październik
284,11,10,Październik
285,12,10,Październik
286,13,10,Październik
287,14,10,Październik
288,15,10,Październik
289,16,10,Październik
290,17,10,Październik
291,18,10,Październik
292,19,10,Październik
293,20,10,Październik
294,21,10,Październik
295,22,10,Październik
296,23,10,Październik
297,24,10,Październik
298,25,10,Październik
299,26,10,Październik
300,27,10,Październik
300,28,10,Październik
302,29,10,Październik
303,30,10,Październik
304,31,10,Październik
305,1,11,Listopad
306,2,11,Listopad
307,3,11,Listopad
308,4,11,Listopad
309,5,11,Listopad
310,6,11,Listopad
311,7,11,Listopad
312,8,11,Listopad
313,9,11,Listopad
314,10,11,Listopad
315,11,11,Listopad
316,12,11,Listopad
317,13,11,Listopad
318,14,11,Listopad
319,15,11,Listopad
320,16,11,Listopad
321,17,11,Listopad
322,18,11,Listopad
323,19,11,Listopad
324,20,11,Listopad
325,21,11,Listopad
326,22,11,Listopad
327,23,11,Listopad
328,24,11,Listopad
329,25,11,Listopad
330,26,11,Listopad
331,27,11,Listopad
332,28,11,Listopad
333,29,11,Listopad
334,30,11,Listopad
335,1,12,Grudzień
336,2,12,Grudzień
337,3,12,Grudzień
338,4,12,Grudzień
339,5,12,Grudzień
340,6,12,Grudzień
341,7,12,Grudzień
342,8,12,Grudzień
343,9,12,Grudzień
344,10,12,Grudzień
345,11,12,Grudzień
346,12,12,Grudzień
347,13,12,Grudzień
348,14,12,Grudzień
349,15,12,Grudzień
350,16,12,Grudzień
351,17,12,Grudzień
352,18,12,Grudzień
353,19,12,Grudzień
354,20,12,Grudzień
355,21,12,Grudzień
356,22,12,Grudzień
357,23,12,Grudzień
358,24,12,Grudzień
359,25,12,Grudzień
360,26,12,Grudzień
361,27,12,Grudzień
362,28,12,Grudzień
363,29,12,Grudzień
364,30,12,Grudzień
365,31,12,Grudzień
