192,228,2011
193,305,2010
194,119,2014
195,258,2011
196,47,2011
197,199,2010
198,147,2014
199,276,2014
200,304,2013
201,172,2012
202,83,2010
203,242,2011
204,330,2013
205,289,2011
206,15,2013
207,309,2010
208,234,2011
209,91,2010
210,136,2010
211,166,2014
212,76,2010
213,9,2011
214,39,2010
215,224,2013
216,139,2011
217,140,2012
218,234,2010
219,199,2012
220,357,2010
221,84,2012
222,209,2010
223,186,2012
224,205,2013
225,346,2012
226,6,2011
227,192,2013
228,317,2012
229,265,2010
230,264,2011
231,205,2014
232,60,2014
233,1,2012
234,170,2010
235,232,2012
236,226,2014
237,160,2013
238,268,2014
239,47,2014
240,113,2011
241,150,2011
242,354,2014
243,339,2014
244,233,2013
245,205,2010
246,159,2014
247,165,2012
248,341,2011
249,80,2010
250,272,2011
251,116,2014
252,148,2014
253,212,2012
254,79,2012
255,191,2011
256,84,2011
257,358,2010
258,321,2010
259,239,2013
260,2,2012
261,312,2011
262,317,2011
263,190,2013
264,27,2010
265,34,2011
266,102,2011
267,274,2010
268,158,2011
269,62,2011
270,117,2014
271,335,2010
272,160,2011
273,134,2013
274,125,2012
275,333,2012
276,127,2014
277,178,2010
278,165,2014
279,301,2010
280,243,2014
281,132,2013
282,34,2013
283,103,2010
284,26,2012
285,86,2014
286,7,2013
287,152,2011
288,342,2010
289,23,2014
290,105,2012
291,114,2010
292,233,2011
293,132,2013
294,342,2014
295,42,2011
296,280,2014
297,145,2014
298,81,2012
299,165,2014
300,79,2010
301,44,2011
302,252,2014
303,79,2014
304,322,2014
305,32,2014
306,115,2013
307,213,2012
308,253,2013
309,113,2012
310,111,2014
311,323,2012
312,65,2011
313,146,2011
314,112,2013
315,242,2014
316,146,2014
317,263,2011
318,186,2014
319,120,2012
320,338,2012
321,235,2014
322,320,2014
323,109,2011
324,290,2014
325,27,2013
326,97,2010
327,15,2013
328,191,2013
329,64,2010
330,140,2010
331,120,2014
332,363,2012
333,153,2011
334,278,2012
335,274,2014
336,51,2012
337,342,2012
338,206,2014
339,113,2012
340,87,2014
341,66,2010
342,49,2013
343,39,2013
344,178,2012
345,166,2010
346,252,2014
347,353,2011
348,76,2011
349,181,2010
350,171,2012
351,151,2011
352,210,2012
353,309,2014
354,186,2011
355,296,2011
356,85,2012
357,52,2014
358,134,2012
359,206,2011
360,363,2013
361,246,2014
362,21,2013
363,196,2011
364,344,2010
365,191,2012
366,52,2013
367,181,2013
368,65,2014
369,51,2012
370,127,2012
371,225,2013
372,81,2014
373,174,2013
374,151,2014
375,26,2014
376,325,2011
377,341,2013
378,215,2012
379,198,2011
380,72,2012
381,144,2012
382,211,2012
383,351,2012
384,211,2014
385,76,2012
386,101,2010
387,209,2011
388,224,2013
389,102,2014
390,182,2011
391,272,2011
392,261,2013
393,118,2012
394,82,2013
395,57,2014
396,171,2014
397,7,2012
398,45,2013
399,302,2013
400,309,2010
401,162,2013
402,274,2011
403,285,2010
404,202,2012
405,145,2011
406,2,2011
407,350,2014
408,62,2014
409,302,2014
410,83,2011
411,23,2013
412,50,2012
413,309,2010
414,40,2014
415,166,2012
416,95,2011
417,282,2010
418,31,2014
419,285,2011
420,148,2010
421,295,2010
422,192,2010
423,351,2012
424,80,2014
425,104,2010
426,128,2010
427,7,2010
428,303,2014
429,102,2011
430,348,2011
431,122,2013
432,80,2014
433,119,2013
434,107,2011
435,14,2013
436,200,2011
437,314,2014
438,181,2010
439,53,2014
440,56,2010
441,138,2010
442,14,2013
443,87,2010
444,14,2012
445,128,2014
446,64,2011
447,116,2011
448,104,2010
449,330,2011
450,98,2012
451,12,2011
452,359,2013
453,274,2011
454,4,2011
455,241,2013
456,193,2010
457,287,2011
458,201,2013
459,267,2012
460,336,2012
461,155,2013
462,346,2012
463,168,2010
464,78,2013
465,191,2012
466,303,2012
467,349,2014
468,319,2010
469,311,2014
470,32,2010
471,188,2011
472,358,2011
473,7,2012
474,290,2014
475,50,2012
476,28,2011
477,81,2014
478,43,2013
479,138,2014
480,254,2013
481,258,2010
482,76,2011
483,241,2014
484,4,2014
485,284,2010
486,231,2011
487,270,2011
488,238,2010
489,36,2011
490,176,2011
491,175,2014
492,214,2013
493,52,2010
494,9,2012
495,167,2010
496,166,2014
497,156,2014
498,243,2010
499,326,2010
500,336,2014
501,364,2012
502,304,2011
503,161,2011
504,94,2012
505,160,2010
506,48,2013
507,153,2014
508,214,2014
509,230,2013
510,134,2012
511,324,2011
512,185,2013
513,83,2010
514,331,2011
515,34,2011
516,207,2010
517,166,2012
518,112,2010
519,256,2010
520,181,2011
521,256,2014
522,153,2011
523,269,2012
524,355,2014
525,10,2012
526,171,2014
527,37,2014
528,9,2011
529,226,2010
530,68,2010
531,147,2014
532,180,2011
533,169,2012
534,159,2013
535,276,2010
536,62,2011
537,182,2012
538,20,2013
539,45,2011
540,363,2010
541,109,2011
542,221,2014
543,3,2012
544,179,2014
545,37,2010
546,104,2010
547,358,2013
548,48,2014
549,333,2012
550,106,2014
551,326,2012
552,338,2010
553,216,2012
554,298,2013
555,93,2014
556,186,2012
557,255,2014
558,80,2014
559,310,2011
560,90,2014
561,291,2014
562,63,2012
563,14,2011
564,48,2012
565,246,2013
566,8,2010
567,151,2010
568,102,2012
569,70,2013
570,64,2011
571,5,2010
572,161,2013
573,341,2010
574,343,2014
575,318,2011
576,355,2011
577,125,2012
578,222,2011
579,123,2012
580,27,2010
581,365,2010
582,46,2010
583,311,2014
584,147,2013
585,338,2011
586,356,2010
587,35,2012
588,72,2011
589,333,2013
590,114,2014
591,87,2012
592,338,2013
593,327,2012
594,95,2012
595,339,2013
596,7,2011
597,278,2011
598,310,2014
599,94,2011
600,141,2011
601,161,2012
602,30,2011
603,52,2012
604,181,2012
605,66,2013
606,243,2013
607,173,2014
608,329,2014
609,293,2013
610,54,2012
611,274,2013
612,167,2014
613,34,2013
614,27,2011
615,243,2011
616,5,2013
617,111,2011
618,106,2012
619,142,2013
620,15,2014
621,316,2012
622,51,2013
623,335,2010
624,311,2013
625,290,2011
626,106,2014
627,44,2012
628,134,2014
629,219,2012
630,244,2014
631,242,2013
632,187,2014
633,365,2014
634,8,2010
635,5,2013
636,190,2012
637,96,2011
638,44,2013
639,81,2014
640,353,2011
641,303,2013
642,301,2010
643,365,2010
644,183,2011
645,346,2013
646,114,2014
647,156,2010
648,316,2010
649,279,2013
650,112,2011
651,278,2011
652,156,2013
653,218,2011
654,334,2012
655,59,2013
656,38,2013
657,252,2014
658,231,2010
659,109,2010
660,195,2012
661,205,2014
662,92,2013
663,126,2012
664,157,2010
665,329,2014
666,231,2011
667,286,2011
668,4,2010
669,311,2012
670,99,2014
671,25,2011
672,320,2013
673,100,2014
674,340,2012
675,99,2012
676,274,2012
677,3,2014
678,102,2013
679,298,2014
680,65,2013
681,9,2012
682,328,2011
683,152,2013
684,19,2012
685,129,2011
686,191,2014
687,151,2010
688,196,2014
689,18,2013
690,272,2012
691,163,2014
692,358,2011
693,71,2013
694,155,2013
695,346,2014
696,222,2012
697,317,2010
698,131,2014
699,25,2013
700,118,2012
701,320,2010
702,337,2010
703,28,2013
704,133,2010
705,13,2014
706,335,2014
707,356,2012
708,107,2010
709,171,2011
710,248,2013
711,348,2014
712,226,2012
713,305,2011
714,9,2011
715,200,2014
716,302,2011
717,55,2010
718,45,2012
719,88,2014
720,128,2013
721,218,2013
722,39,2012
723,98,2010
724,241,2012
725,123,2014
726,90,2011
727,261,2014
728,242,2010
729,170,2014
730,249,2011
731,94,2014
732,134,2014
733,204,2010
734,313,2013
735,46,2014
736,126,2010
737,249,2013
738,86,2013
739,36,2010
740,237,2014
741,349,2012
742,365,2010
743,345,2011
744,55,2010
745,63,2011
746,259,2014
747,160,2013
748,59,2012
749,47,2012
750,274,2012
751,225,2011
752,258,2012
753,126,2014
754,284,2010
755,270,2011
756,351,2011
757,187,2014
758,293,2012
759,44,2012
760,225,2012
761,64,2014
762,43,2012
763,149,2012
764,100,2014
765,84,2012
766,152,2010
767,349,2011
768,100,2014
769,11,2012
770,128,2010
771,79,2012
772,252,2012
773,210,2013
774,156,2014
775,137,2012
776,7,2013
777,140,2013
778,104,2011
779,101,2014
780,277,2012
781,153,2013
782,311,2011
783,98,2012
784,154,2012
785,80,2011
786,251,2011
787,97,2010
788,319,2010
789,72,2012
790,227,2012
791,25,2013
792,152,2011
793,75,2014
794,108,2011
795,159,2014
796,358,2013
797,202,2011
798,345,2014
799,296,2013
800,255,2013
801,337,2011
802,99,2012
803,338,2012
804,133,2012
805,87,2012
806,72,2014
807,360,2014
808,21,2011
809,215,2011
810,88,2013
811,91,2013
812,253,2012
813,358,2014
814,129,2010
815,291,2014
816,271,2014
817,233,2010
818,318,2014
819,155,2012
820,195,2012
821,145,2011
822,31,2014
823,215,2013
824,119,2012
825,42,2013
826,142,2013
827,353,2014
828,360,2012
829,204,2012
830,194,2014
831,266,2010
832,345,2014
833,129,2011
834,312,2014
835,296,2012
836,18,2013
837,169,2012
838,66,2014
839,100,2011
840,47,2012
841,259,2010
842,253,2014
843,98,2012
844,141,2013
845,146,2014
846,328,2013
847,167,2010
848,66,2011
849,229,2011
850,129,2011
851,89,2011
852,78,2014
853,25,2010
854,180,2010
855,83,2011
856,48,2011
857,246,2010
858,149,2012
859,236,2010
860,51,2012
861,11,2013
862,119,2010
863,71,2011
864,148,2011
865,69,2011
866,165,2014
867,285,2012
868,333,2014
869,130,2011
870,76,2013
871,207,2014
872,217,2012
873,325,2012
874,243,2011
875,317,2012
876,61,2010
877,156,2011
878,69,2013
879,124,2013
880,170,2012
881,304,2010
882,177,2010
883,195,2013
884,97,2010
885,110,2010
886,270,2014
887,287,2012
888,250,2010
889,104,2013
890,29,2011
891,194,2013
892,261,2011
893,87,2013
894,36,2010
895,123,2014
896,162,2010
897,246,2011
898,1,2013
899,266,2011
900,350,2010
901,64,2013
902,156,2013
903,291,2013
904,150,2013
905,355,2010
906,252,2012
907,166,2010
908,134,2011
909,343,2010
910,92,2012
911,169,2011
912,154,2011
913,362,2012
914,108,2012
915,342,2012
916,183,2012
917,133,2014
918,16,2010
919,197,2010
920,21,2014
921,115,2013
922,4,2011
923,183,2013
924,36,2012
925,335,2012
926,216,2013
927,194,2011
928,77,2012
929,82,2014
930,198,2011
931,169,2014
932,265,2010
933,287,2014
934,36,2014
935,175,2012
936,140,2012
937,301,2013
938,114,2013
939,190,2014
940,217,2014
941,223,2010
942,288,2013
943,218,2011
944,109,2011
945,29,2010
946,297,2013
947,57,2013
948,302,2012
949,190,2013
950,274,2013
951,222,2012
952,360,2014
953,33,2011
954,108,2014
955,222,2014
956,230,2013
957,354,2010
958,185,2013
959,20,2014
960,331,2012
961,35,2012
962,26,2012
963,319,2013
964,138,2011
965,362,2012
966,322,2010
967,56,2014
968,36,2011
969,21,2014
970,328,2011
971,183,2011
972,146,2010
973,177,2011
974,63,2014
975,115,2010
976,49,2012
977,50,2013
978,144,2014
979,186,2011
980,281,2014
981,27,2014
982,159,2011
983,336,2013
984,243,2011
985,67,2014
986,252,2010
987,226,2012
988,312,2014
989,152,2014
990,31,2014
991,342,2011
992,321,2012
993,177,2012
994,224,2013
995,23,2012
996,170,2013
997,205,2012
998,276,2013
999,272,2014
1000,253,2013
1001,305,2010
1002,186,2013
1003,238,2010
1004,198,2012
1005,239,2013
1006,256,2012
1007,130,2013
1008,153,2010
1009,356,2013
1010,218,2010
1011,316,2014
1012,221,2014
1013,24,2014
1014,195,2010
1015,364,2013
1016,228,2010
1017,189,2013
1018,344,2010
1019,104,2013
1020,35,2014
1021,343,2010
1022,91,2011
1023,246,2012
1024,130,2013
1025,203,2012
1026,164,2014
1027,266,2014
1028,292,2011
1029,119,2011
1030,309,2014
1031,155,2011
1032,287,2013
1033,341,2013
1034,175,2014
1035,264,2014
1036,238,2013
1037,184,2013
1038,26,2011
1039,218,2010
1040,270,2013
1041,4,2010
1042,342,2011
1043,60,2010
1044,118,2013
1045,269,2010
1046,169,2010
1047,78,2010
1048,317,2013
1049,313,2012
1050,256,2012
1051,314,2014
1052,245,2013
1053,282,2013
1054,77,2010
1055,275,2010
1056,198,2012
1057,111,2010
1058,52,2013
1059,300,2014
1060,344,2014
1061,156,2012
1062,285,2011
1063,166,2010
1064,194,2012
1065,74,2011
1066,216,2010
1067,81,2011
1068,349,2011
1069,311,2010
1070,20,2010
1071,203,2012
1072,155,2014
1073,118,2010
1074,215,2013
1075,303,2011
1076,101,2014
1077,16,2014
1078,226,2012
1079,6,2013
1080,93,2011
1081,260,2013
1082,330,2010
1083,209,2013
1084,284,2010
1085,215,2013
1086,160,2012
1087,248,2014
1088,269,2011
1089,55,2013
1090,50,2011
1091,277,2010
1092,37,2013
1093,205,2012
1094,263,2013
1095,133,2011
1096,181,2012
1097,240,2014
1098,268,2013
1099,229,2012
1100,116,2010
1101,157,2012
1102,51,2010
1103,8,2013
1104,199,2012
1105,72,2014
1106,323,2010
1107,164,2010
1108,353,2011
1109,252,2014
1110,56,2014
1111,252,2012
1112,255,2012
1113,337,2011
1114,191,2010
1115,273,2012
1116,237,2010
1117,3,2014
1118,183,2011
1119,335,2010
1120,203,2011
1121,43,2010
1122,135,2014
1123,352,2011
1124,120,2013
1125,13,2010
1126,327,2012
1127,253,2013
1128,135,2013
1129,139,2011
1130,345,2010
1131,175,2011
1132,203,2013
1133,174,2010
1134,134,2010
1135,145,2012
1136,30,2013
1137,95,2010
1138,259,2013
1139,210,2010
1140,163,2010
1141,126,2014
1142,102,2014
1143,230,2010
1144,186,2010
1145,239,2011
1146,225,2012
1147,63,2011
1148,66,2010
1149,201,2010
1150,268,2014
1151,137,2011
1152,115,2014
1153,226,2012
1154,361,2011
1155,10,2012
1156,177,2012
1157,40,2014
1158,45,2011
1159,37,2013
1160,260,2012
1161,66,2010
1162,312,2013
1163,131,2013
1164,313,2012
1165,293,2012
1166,251,2014
1167,210,2013
1168,197,2013
1169,45,2014
1170,14,2012
1171,223,2013
1172,350,2010
1173,283,2011
1174,158,2012
1175,44,2011
1176,324,2013
1177,95,2011
1178,239,2012
1179,96,2013
1180,329,2012
1181,362,2012
1182,276,2010
1183,238,2012
1184,325,2014
1185,117,2012
1186,332,2014
1187,248,2010
1188,277,2013
1189,334,2012
1190,120,2012
1191,46,2012
1192,17,2014
1193,308,2012
1194,328,2011
1195,205,2012
1196,194,2014
1197,173,2012
1198,71,2013
1199,294,2014
1200,161,2011
1201,9,2013
1202,2,2013
1203,81,2012
1204,280,2011
1205,64,2010
1206,169,2010
1207,173,2012
1208,176,2013
1209,336,2014
1210,119,2011
1211,58,2012
1212,233,2014
1213,364,2012
1214,27,2010
1215,25,2010
1216,140,2012
1217,302,2013
1218,272,2013
1219,28,2012
1220,287,2011
1221,53,2011
1222,73,2012
1223,235,2011
1224,163,2011
1225,110,2010
1226,215,2014
1227,295,2013
1228,200,2012
1229,153,2014
1230,143,2014
1231,306,2011
1232,3,2014
1233,344,2012
1234,264,2013
1235,343,2014
1236,136,2011
1237,242,2013
1238,90,2010
1239,347,2012
1240,238,2013
1241,285,2012
1242,160,2013
1243,132,2012
1244,25,2013
1245,56,2010
1246,146,2014
1247,222,2012
1248,280,2012
1249,160,2013
1250,17,2012
1251,207,2011
1252,167,2014
1253,365,2011
1254,45,2014
1255,17,2014
1256,108,2010
1257,302,2010
1258,141,2013
1259,13,2012
1260,91,2014
1261,56,2012
1262,254,2013
1263,41,2013
1264,98,2011
1265,316,2013
1266,189,2013
1267,263,2011
1268,294,2013
1269,30,2011
1270,76,2014
1271,245,2010
1272,186,2010
1273,266,2012
1274,14,2010
1275,203,2014
1276,95,2011
1277,178,2011
1278,52,2012
1279,268,2012
1280,227,2013
1281,254,2010
1282,46,2011
1283,96,2010
1284,153,2011
1285,194,2012
1286,86,2014
1287,233,2014
1288,34,2010
1289,26,2014
1290,221,2014
1291,231,2014
1292,76,2010
1293,48,2011
1294,11,2011
1295,53,2010
1296,97,2010
1297,350,2014
1298,63,2013
1299,30,2010
1300,275,2013
1301,35,2012
1302,289,2013
1303,365,2014
1304,240,2010
1305,16,2011
1306,127,2013
1307,230,2011
1308,271,2011
1309,23,2011
1310,344,2010
1311,65,2013
1312,131,2012
1313,361,2014
1314,145,2012
1315,145,2010
1316,349,2014
1317,234,2013
1318,60,2014
1319,111,2011
1320,123,2012
1321,15,2012
1322,99,2012
1323,205,2010
1324,34,2014
1325,334,2013
1326,177,2014
1327,327,2010
1328,321,2012
1329,61,2010
1330,123,2014
1331,142,2014
1332,42,2012
1333,136,2012
1334,89,2013
1335,272,2013
1336,69,2012
1337,282,2014
1338,17,2011
1339,169,2012
1340,183,2012
1341,350,2012
1342,153,2011
1343,201,2014
1344,196,2014
1345,53,2010
1346,196,2011
1347,346,2010
1348,282,2014
1349,18,2012
1350,327,2010
1351,330,2010
1352,119,2014
1353,262,2014
1354,82,2012
1355,252,2013
1356,240,2013
1357,258,2010
1358,92,2010
1359,132,2010
1360,15,2013
1361,93,2010
1362,329,2010
1363,85,2011
1364,127,2013
1365,341,2013
1366,112,2010
1367,141,2012
1368,209,2011
1369,97,2010
1370,308,2011
1371,270,2014
1372,104,2014
1373,166,2013
1374,6,2011
1375,278,2013
1376,203,2012
1377,258,2014
1378,53,2011
1379,176,2010
1380,112,2011
1381,139,2013
1382,11,2011
1383,174,2012
1384,308,2014
1385,206,2014
1386,309,2012
1387,273,2013
1388,315,2012
1389,180,2014
1390,300,2010
1391,322,2010
1392,330,2014
1393,273,2014
1394,84,2014
1395,57,2010
1396,249,2010
1397,130,2011
1398,346,2013
1399,263,2011
1400,129,2014
1401,142,2014
1402,20,2013
1403,64,2011
1404,122,2012
1405,272,2010
1406,256,2011
1407,158,2013
1408,45,2010
1409,127,2010
1410,357,2014
1411,346,2014
1412,316,2013
1413,229,2010
1414,345,2010
1415,239,2012
1416,279,2011
1417,254,2011
1418,269,2012
1419,95,2011
1420,129,2013
1421,156,2010
1422,151,2010
1423,234,2013
1424,38,2010
1425,80,2014
1426,169,2012
1427,277,2010
1428,342,2010
1429,289,2010
1430,202,2013
1431,157,2010
1432,178,2012
1433,277,2014
1434,326,2010
1435,346,2014
1436,194,2014
1437,70,2012
1438,274,2010
1439,216,2012
1440,351,2010
1441,302,2014
1442,353,2013
1443,128,2011
1444,15,2013
1445,66,2010
1446,30,2012
1447,56,2013
1448,259,2014
1449,295,2014
1450,262,2014
1451,128,2013
1452,138,2010
1453,246,2014
1454,360,2013
1455,144,2012
1456,308,2013
1457,117,2014
1458,354,2011
1459,214,2013
1460,34,2014
1461,355,2010
1462,259,2012
1463,338,2013
1464,2,2014
1465,18,2011
1466,288,2011
1467,146,2011
1468,81,2011
1469,294,2012
1470,234,2014
1471,304,2013
1472,192,2011
1473,162,2012
1474,289,2010
1475,358,2012
1476,311,2012
1477,187,2014
1478,330,2011
1479,198,2014
1480,204,2012
1481,102,2014
1482,200,2013
1483,357,2012
1484,18,2011
1485,35,2011
1486,153,2014
1487,163,2012
1488,271,2013
1489,231,2012
1490,315,2013
1491,92,2010
1492,271,2010
1493,313,2012
1494,28,2010
1495,362,2010
1496,364,2011
1497,345,2012
1498,237,2014
1499,310,2014
1500,116,2011
1501,79,2010
1502,58,2010
1503,286,2011
1504,129,2012
1505,144,2014
1506,164,2012
1507,102,2011
1508,171,2011
1509,12,2012
1510,335,2012
1511,134,2010
1512,50,2012
1513,86,2013
1514,270,2011
1515,203,2012
1516,22,2010
1517,295,2014
1518,84,2013
1519,285,2011
1520,290,2014
1521,42,2014
1522,188,2010
1523,187,2012
1524,48,2011
1525,313,2010
1526,363,2010
1527,95,2010
1528,262,2010
1529,74,2013
1530,216,2013
1531,239,2011
1532,27,2014
1533,177,2013
1534,208,2013
1535,12,2014
1536,137,2012
1537,338,2014
1538,356,2012
1539,288,2013
1540,80,2011
1541,360,2013
1542,296,2012
1543,102,2010
1544,321,2010
1545,110,2010
1546,113,2011
1547,339,2013
1548,1,2010
1549,279,2013
1550,342,2013
1551,318,2013
1552,47,2014
1553,260,2014
1554,320,2011
1555,336,2011
1556,125,2010
1557,102,2013
1558,115,2010
1559,261,2013
1560,312,2014
1561,238,2012
1562,175,2013
1563,121,2011
1564,35,2010
1565,309,2014
1566,245,2010
1567,89,2014
1568,223,2011
1569,73,2012
1570,335,2014
1571,192,2013
1572,295,2014
1573,318,2012
1574,1,2012
1575,128,2014
1576,236,2012
1577,126,2014
1578,99,2014
1579,96,2014
1580,330,2010
1581,109,2011
1582,75,2013
1583,71,2011
1584,6,2013
1585,277,2012
1586,308,2012
1587,336,2010
1588,280,2010
1589,294,2011
1590,123,2014
1591,326,2010
1592,230,2011
1593,238,2014
1594,182,2011
1595,277,2010
1596,143,2013
1597,273,2012
1598,64,2013
1599,264,2010
1600,168,2010
1601,10,2011
1602,254,2012
1603,230,2013
1604,12,2010
1605,62,2014
1606,327,2011
1607,204,2010
1608,24,2010
1609,205,2012
1610,243,2013
1611,351,2011
1612,68,2014
1613,304,2012
1614,125,2013
1615,46,2010
1616,316,2012
1617,179,2013
1618,75,2014
1619,290,2013
1620,103,2014
1621,148,2013
1622,205,2014
1623,202,2013
1624,144,2012
1625,62,2013
1626,310,2014
1627,38,2014
1628,143,2013
1629,101,2011
1630,247,2010
1631,295,2012
1632,180,2014
1633,9,2012
1634,227,2010
1635,265,2011
1636,362,2013
1637,140,2012
1638,94,2010
1639,35,2011
1640,242,2010
1641,290,2011
1642,293,2013
1643,273,2012
1644,355,2012
1645,180,2014
1646,19,2011
1647,131,2011
1648,352,2010
1649,316,2010
1650,289,2011
1651,117,2011
1652,159,2011
1653,173,2014
1654,28,2012
1655,101,2010
1656,337,2012
1657,214,2010
1658,107,2013
1659,159,2011
1660,107,2013
1661,301,2010
1662,316,2010
1663,219,2010
1664,160,2010
1665,314,2013
1666,3,2013
1667,66,2012
1668,268,2012
1669,360,2014
1670,53,2011
1671,191,2011
1672,36,2012
1673,237,2011
1674,93,2013
1675,330,2014
1676,58,2011
1677,42,2013
1678,143,2011
1679,278,2010
1680,83,2010
1681,331,2011
1682,330,2013
1683,206,2010
1684,132,2011
1685,257,2014
1686,119,2013
1687,214,2011
1688,218,2011
1689,290,2010
1690,55,2010
1691,244,2014
1692,193,2014
1693,84,2011
1694,48,2011
1695,41,2011
1696,283,2011
1697,136,2014
1698,256,2010
1699,247,2012
1700,275,2011
1701,333,2011
1702,59,2010
1703,213,2012
1704,343,2011
1705,164,2011
1706,199,2013
1707,130,2013
1708,333,2013
1709,310,2011
1710,173,2013
1711,283,2014
1712,144,2013
1713,193,2013
1714,17,2014
1715,145,2010
1716,114,2011
1717,84,2013
1718,225,2010
1719,58,2014
1720,320,2010
1721,205,2010
1722,321,2012
1723,150,2014
1724,66,2014
1725,168,2013
1726,362,2012
1727,349,2013
1728,26,2014
1729,122,2014
1730,104,2012
1731,63,2011
1732,189,2012
1733,342,2014
1734,22,2012
1735,127,2012
1736,17,2011
1737,54,2014
1738,210,2013
1739,2,2013
1740,365,2010
1741,294,2011
1742,258,2012
1743,43,2013
1744,320,2012
1745,255,2013
1746,286,2012
1747,299,2014
1748,336,2014
1749,84,2010
1750,241,2013
1751,55,2011
1752,263,2011
1753,277,2010
1754,351,2012
1755,290,2010
1756,41,2012
1757,344,2014
1758,273,2014
1759,133,2010
1760,320,2011
1761,152,2012
1762,214,2010
1763,120,2012
1764,356,2012
1765,229,2012
1766,113,2014
1767,27,2012
1768,170,2012
1769,27,2012
1770,141,2011
1771,172,2010
1772,26,2013
1773,299,2014
1774,228,2014
1775,136,2012
1776,71,2012
1777,166,2013
1778,54,2010
1779,24,2010
1780,193,2012
1781,93,2011
1782,349,2011
1783,278,2013
1784,226,2012
1785,303,2013
1786,336,2011
1787,247,2014
1788,296,2012
1789,1,2013
1790,134,2014
1791,192,2010
1792,278,2010
1793,291,2013
1794,118,2013
1795,328,2013
1796,113,2010
1797,189,2014
1798,314,2011
1799,179,2012
1800,277,2013
1801,174,2010
1802,139,2013
1803,100,2013
1804,213,2010
1805,101,2010
1806,183,2014
1807,98,2013
1808,228,2010
1809,169,2013
1810,229,2012
1811,40,2011
1812,68,2010
1813,131,2013
1814,26,2012
1815,153,2013
1816,187,2014
1817,46,2012
1818,272,2012
1819,306,2014
1820,176,2014
1821,328,2010
1822,220,2011
1823,259,2013
1824,214,2012
1825,163,2014
1826,246,2010
1827,237,2010
1828,187,2010
1829,287,2014
1830,180,2011
1831,215,2010
1832,272,2010
1833,226,2010
1834,269,2010
1835,78,2013
1836,31,2011
1837,78,2010
1838,150,2011
1839,180,2012
1840,282,2014
1841,315,2011
1842,147,2012
1843,322,2012
1844,197,2013
1845,291,2013
1846,125,2010
1847,133,2011
1848,50,2012
1849,70,2010
1850,2,2011
1851,11,2011
1852,211,2012
1853,212,2012
1854,37,2012
1855,122,2014
1856,12,2012
1857,91,2013
1858,229,2010
1859,291,2011
1860,8,2010
1861,21,2012
1862,261,2010
1863,196,2013
1864,242,2010
1865,286,2010
1866,41,2013
1867,138,2011
1868,78,2012
1869,200,2012
1870,333,2014
1871,227,2014
1872,121,2012
1873,16,2010
1874,318,2013
